depth_cm,TiCa_1,FeK_1,depth_cm2,TiCa_2,FeK_2,depth_cm3,TiCa_3,FeK_3,Depth_cm_4,TiCa4,FeK4,depth_cm5,TiCa5,FeK5
488.0,1.27,72.96,1132.8,1.62,75.19,1756.6,0.05,52.37,2376.4,0.44,82.37,2996.6,0.61,69.74
488.2,1.39,72.27,1133.0,1.50,75.99,1756.8,0.06,52.12,2376.6,0.42,83.27,2996.8,0.54,70.14
488.4,1.12,71.68,1133.2,0.88,77.03,1757.0,0.07,51.86,2376.8,0.48,85.15,2997.0,0.62,70.29
488.6,1.00,71.20,1133.4,0.83,78.40,1757.2,0.06,51.56,2377.0,0.53,88.24,2997.2,0.67,70.14
488.8,0.99,70.77,1133.6,0.74,79.95,1757.4,0.06,51.24,2377.2,0.42,92.18,2997.4,0.63,69.70
489.0,0.87,70.33,1133.8,0.74,81.28,1757.6,0.07,50.92,2377.4,0.50,96.09,2997.6,0.66,68.97
489.2,0.99,69.81,1134.0,0.67,81.85,1757.8,0.05,50.60,2377.6,0.49,98.83,2997.8,0.72,68.12
489.4,0.88,69.16,1134.2,2.06,81.20,1758.0,0.06,50.26,2377.8,0.51,99.42,2998.0,0.66,67.27
489.6,0.99,68.45,1134.4,2.28,79.37,1758.2,0.07,49.89,2378.0,0.51,97.70,2998.2,0.55,66.58
489.8,0.88,67.79,1134.6,1.95,76.88,1758.4,0.05,49.50,2378.2,0.45,94.74,2998.4,0.55,66.22
490.0,0.93,67.27,1134.8,1.92,74.51,1758.6,0.06,49.14,2378.4,0.38,92.46,2998.6,0.61,66.17
490.2,0.74,67.09,1135.0,2.18,72.96,1758.8,0.06,48.95,2378.6,0.48,92.70,2998.8,0.60,66.37
490.4,0.86,67.38,1135.2,1.84,72.62,1759.0,0.06,49.03,2378.8,0.45,96.86,2999.0,0.56,66.82
490.6,0.90,68.10,1135.4,2.00,73.47,1759.2,0.05,49.40,2379.0,0.48,104.94,2999.2,0.55,67.57
490.8,0.83,69.01,1135.6,2.36,75.16,1759.4,0.07,49.93,2379.2,1.60,114.96,2999.4,0.59,68.57
491.0,0.92,69.86,1135.8,3.65,77.33,1759.6,0.06,50.44,2379.4,1.42,124.13,2999.6,0.57,69.64
491.2,1.03,70.35,1136.0,3.60,79.54,1759.8,0.06,50.75,2379.6,0.90,130.11,2999.8,0.45,70.43
491.4,0.92,70.40,1136.2,4.61,81.30,1760.0,0.06,50.75,2379.8,0.31,132.00,3000.0,0.52,70.55
491.6,0.95,70.20,1136.4,1.62,82.38,1760.2,0.05,50.50,2380.0,0.61,130.48,3000.2,0.50,69.79
491.8,0.99,70.07,1136.6,2.51,82.84,1760.4,0.06,50.15,2380.2,0.72,127.27,3000.4,0.59,68.34
492.0,0.81,70.30,1136.8,1.06,82.87,1760.6,0.06,49.84,2380.4,0.69,123.87,3000.6,0.59,66.69
492.2,1.00,70.96,1137.0,1.17,82.64,1760.8,0.06,49.65,2380.6,0.72,120.69,3000.8,0.50,65.27
492.4,1.04,71.99,1137.2,1.07,82.19,1761.0,0.07,49.61,2380.8,0.67,117.44,3001.0,0.59,64.40
492.6,0.98,73.14,1137.4,1.60,81.48,1761.2,0.06,49.62,2381.0,0.68,113.90,3001.2,0.59,64.08
492.8,1.70,74.17,1137.6,2.74,80.50,1761.4,0.06,49.60,2381.2,0.55,110.34,3001.4,0.44,64.14
493.0,1.14,74.95,1137.8,2.30,79.52,1761.6,0.07,49.48,2381.4,0.59,107.42,3001.6,0.52,64.38
493.2,0.96,75.39,1138.0,1.04,78.93,1761.8,0.06,49.31,2381.6,0.50,105.90,3001.8,0.59,64.58
493.4,1.35,75.49,1138.2,0.95,79.10,1762.0,0.06,49.18,2381.8,0.50,105.75,3002.0,0.49,64.59
493.6,1.44,75.33,1138.4,0.89,80.07,1762.2,0.05,49.25,2382.0,0.33,106.29,3002.2,0.41,64.28
493.8,1.60,75.10,1138.6,0.90,81.52,1762.4,0.05,49.67,2382.2,0.54,106.80,3002.4,0.34,63.66
494.0,1.40,75.02,1138.8,1.31,82.82,1762.6,0.06,50.41,2382.4,0.61,106.74,3002.6,0.48,62.84
494.2,1.10,75.26,1139.0,1.89,83.47,1762.8,0.10,51.29,2382.6,0.46,106.13,3002.8,0.44,62.03
494.4,1.78,75.88,1139.2,2.82,83.54,1763.0,0.13,52.07,2382.8,0.54,105.11,3003.0,0.50,61.39
494.6,1.18,76.79,1139.4,3.40,83.50,1763.2,0.11,52.59,2383.0,0.65,103.78,3003.2,0.44,60.93
494.8,1.11,77.84,1139.6,2.62,83.96,1763.4,0.11,52.84,2383.2,0.55,102.09,3003.4,0.50,60.49
495.0,1.67,78.85,1139.8,3.55,85.19,1763.6,0.10,52.92,2383.4,0.41,99.99,3003.6,0.44,59.86
495.2,1.83,79.68,1140.0,3.56,86.90,1763.8,0.09,52.98,2383.6,0.40,97.80,3003.8,0.47,58.95
495.4,1.83,80.20,1140.2,3.37,88.39,1764.0,0.09,53.10,2383.8,0.45,95.78,3004.0,0.42,57.80
495.6,2.21,80.36,1140.4,2.17,88.93,1764.2,0.13,53.29,2384.0,0.43,94.04,3004.2,0.41,56.56
495.8,1.83,80.10,1140.6,3.06,88.26,1764.4,0.17,53.52,2384.2,0.41,92.53,3004.4,0.34,55.38
496.0,1.60,79.48,1140.8,4.08,86.69,1764.6,0.13,53.76,2384.4,0.36,91.17,3004.6,0.42,54.29
496.2,1.72,78.59,1141.0,4.56,84.85,1764.8,0.11,53.96,2384.6,0.40,89.89,3004.8,0.39,53.34
496.4,1.77,77.61,1141.2,3.88,83.35,1765.0,0.11,54.11,2384.8,0.34,88.72,3005.0,0.42,52.58
496.6,1.70,76.77,1141.4,3.55,82.50,1765.2,0.14,54.21,2385.0,0.37,87.83,3005.2,0.30,52.04
496.8,1.93,76.22,1141.6,3.17,82.23,1765.4,0.15,54.26,2385.2,0.35,87.30,3005.4,0.35,51.71
497.0,2.55,76.00,1141.8,3.19,82.24,1765.6,0.15,54.20,2385.4,0.29,87.19,3005.6,0.30,51.55
497.2,2.48,76.06,1142.0,2.17,82.24,1765.8,0.16,54.02,2385.6,0.45,87.57,3005.8,0.35,51.48
497.4,2.02,76.19,1142.2,2.45,82.07,1766.0,0.14,53.73,2385.8,0.41,88.41,3006.0,0.35,51.39
497.6,1.78,76.11,1142.4,1.89,81.83,1766.2,0.16,53.38,2386.0,0.40,89.75,3006.2,0.35,51.23
497.8,2.12,75.65,1142.6,1.60,81.71,1766.4,0.13,53.06,2386.2,0.35,91.46,3006.4,0.37,51.07
498.0,2.40,74.78,1142.8,1.89,81.84,1766.6,0.14,52.86,2386.4,0.34,93.52,3006.6,0.36,50.99
498.2,1.99,73.73,1143.0,1.49,82.25,1766.8,0.12,52.87,2386.6,0.38,95.70,3006.8,0.32,51.04
498.4,2.54,72.79,1143.2,1.71,82.75,1767.0,0.15,53.07,2386.8,0.41,97.65,3007.0,0.33,51.21
498.6,2.38,72.24,1143.4,1.89,83.06,1767.2,0.15,53.39,2387.0,0.34,98.97,3007.2,0.32,51.35
498.8,2.17,72.19,1143.6,1.93,82.97,1767.4,0.13,53.73,2387.2,0.23,99.29,3007.4,0.16,51.27
499.0,2.08,72.53,1143.8,1.80,82.52,1767.6,0.16,54.05,2387.4,0.33,98.55,3007.6,0.24,50.92
499.2,2.27,72.99,1144.0,1.97,81.96,1767.8,0.17,54.37,2387.6,0.28,96.87,3007.8,0.37,50.38
499.4,2.52,73.37,1144.2,1.84,81.66,1768.0,0.18,54.74,2387.8,0.28,94.53,3011.2,0.22,49.78
499.6,2.46,73.50,1144.4,1.83,81.86,1768.2,0.16,55.18,2388.0,0.31,91.72,3011.4,0.22,49.28
499.8,2.44,73.41,1144.6,1.77,82.54,1768.4,0.14,55.75,2388.2,0.22,88.82,3011.6,0.33,48.97
500.0,2.22,73.23,1144.8,1.85,83.43,1768.6,0.20,56.48,2388.4,0.37,86.06,3011.8,0.30,48.80
500.2,2.12,73.19,1145.0,1.29,84.23,1768.8,0.24,57.39,2388.6,0.27,83.63,3012.0,0.27,48.65
500.4,2.01,73.42,1145.2,1.54,84.72,1769.0,0.21,58.49,2388.8,0.24,81.68,3012.2,0.29,48.45
500.6,2.05,73.97,1145.4,2.11,84.65,1769.2,0.25,59.74,2389.0,0.26,80.26,3012.4,0.34,48.25
500.8,1.68,74.77,1145.6,1.34,83.86,1769.4,0.21,61.03,2389.2,0.32,79.44,3012.6,0.32,48.13
501.0,2.49,75.64,1145.8,1.48,82.31,1769.6,0.18,62.31,2389.4,0.27,79.27,3012.8,0.34,48.23
501.2,1.84,76.38,1146.0,1.61,80.44,1769.8,0.27,63.51,2389.6,0.34,79.86,3013.0,0.32,48.56
501.4,2.19,76.79,1146.2,0.94,79.07,1770.0,0.30,64.74,2389.8,0.25,81.12,3013.2,0.33,49.02
501.6,2.50,76.79,1146.4,0.77,78.83,1770.2,0.25,66.00,2390.0,0.32,82.71,3013.4,0.33,49.45
501.8,2.86,76.45,1146.6,0.97,79.71,1770.4,0.19,67.13,2390.2,0.29,84.14,3013.6,0.36,49.67
502.0,2.71,75.96,1146.8,0.71,80.98,1770.6,0.14,67.85,2390.4,0.25,84.98,3013.8,0.32,49.63
502.2,2.50,75.53,1147.0,0.58,81.56,1770.8,0.19,67.95,2390.6,0.26,85.02,3014.0,0.29,49.34
502.4,2.90,75.41,1147.2,0.97,80.57,1771.0,0.18,67.44,2390.8,0.22,84.29,3014.2,0.33,48.94
502.6,2.74,75.73,1147.4,0.79,78.18,1771.2,0.15,66.58,2391.0,0.25,83.01,3014.4,0.28,48.60
502.8,2.48,76.44,1147.6,0.69,75.53,1771.4,0.15,65.80,2391.2,0.25,81.33,3014.6,0.31,48.47
503.0,2.98,77.38,1147.8,0.53,73.96,1771.6,0.20,65.44,2391.4,0.31,79.22,3014.8,0.27,48.58
503.2,2.67,78.33,1148.0,0.59,74.11,1771.8,0.20,65.71,2391.6,0.28,76.66,3015.0,0.25,48.92
503.4,2.76,79.04,1148.2,0.69,75.66,1772.0,0.24,66.61,2391.8,0.24,73.79,3015.2,0.27,49.40
503.6,2.87,79.37,1148.4,0.83,77.65,1772.2,0.19,68.08,2392.0,0.29,70.95,3015.4,0.27,49.91
503.8,3.22,79.38,1148.6,1.12,79.08,1772.4,0.18,69.89,2392.2,0.25,68.47,3015.6,0.29,50.32
504.0,3.44,79.23,1148.8,1.08,79.63,1772.6,0.18,71.67,2392.4,0.44,66.49,3015.8,0.26,50.52
504.2,3.56,79.05,1149.0,1.13,79.59,1772.8,0.15,73.09,2392.6,0.36,64.89,3016.0,0.25,50.49
504.4,2.86,78.91,1149.2,1.34,79.39,1773.0,0.20,73.76,2392.8,0.27,63.51,3016.2,0.25,50.23
504.6,3.09,78.78,1149.4,2.13,79.27,1773.2,0.20,73.64,2393.0,0.28,62.36,3016.4,0.29,49.82
504.8,3.04,78.54,1149.6,2.36,79.31,1773.4,0.21,72.98,2393.2,0.31,61.63,3016.6,0.28,49.40
505.0,3.00,78.13,1149.8,1.13,79.44,1773.6,0.17,72.18,2393.4,0.40,61.66,3016.8,0.26,49.05
505.2,3.09,77.64,1150.0,1.56,79.62,1773.8,0.18,71.52,2393.6,0.35,62.64,3017.0,0.28,48.85
505.4,2.73,77.26,1150.2,1.66,79.88,1774.0,0.18,70.83,2393.8,0.42,64.42,3017.2,0.25,48.87
505.6,2.56,77.12,1150.4,1.95,80.29,1774.2,0.20,69.67,2394.0,0.27,66.55,3017.4,0.22,49.04
505.8,3.09,77.33,1150.6,2.01,80.78,1774.4,0.17,67.58,2394.2,0.27,68.47,3017.6,0.21,49.21
506.0,2.74,77.85,1150.8,2.04,81.15,1774.6,0.16,64.44,2394.4,0.47,69.72,3017.8,0.20,49.22
506.2,3.09,78.51,1151.0,1.99,81.21,1774.8,0.18,60.57,2394.6,0.50,69.90,3018.0,0.22,48.95
506.4,2.97,79.15,1151.2,2.30,80.90,1775.0,0.16,56.54,2394.8,0.53,68.86,3018.2,0.20,48.36
506.6,3.22,79.64,1151.4,0.98,80.26,1775.2,0.15,52.94,2395.0,0.31,66.67,3018.4,0.23,47.56
506.8,1.92,79.96,1151.6,1.30,79.38,1775.4,0.12,50.13,2395.2,0.35,63.71,3018.6,0.22,46.74
507.0,3.35,80.15,1151.8,1.61,78.39,1775.6,0.15,48.21,2395.4,0.40,60.71,3018.8,0.22,46.08
507.2,3.36,80.20,1152.0,1.54,77.51,1775.8,0.13,47.06,2396.2,0.24,58.54,3019.0,0.19,45.65
507.4,2.77,80.12,1152.2,1.53,76.98,1776.0,0.12,46.58,2396.4,0.25,57.76,3019.2,0.21,45.44
507.6,2.81,79.90,1152.4,0.74,76.90,1776.2,0.13,46.65,2396.6,0.23,58.29,3019.4,0.20,45.43
507.8,2.67,79.62,1152.6,1.21,77.19,1776.4,0.15,47.13,2396.8,0.32,59.48,3019.6,0.20,45.61
508.0,1.83,79.41,1152.8,1.30,77.62,1776.6,0.15,47.83,2397.0,0.31,60.45,3019.8,0.21,45.90
508.2,2.29,79.49,1153.0,1.30,77.97,1776.8,0.17,48.48,2397.2,0.43,60.62,3020.0,0.18,46.18
508.4,2.27,79.96,1153.2,1.52,78.11,1777.0,0.20,48.85,2397.4,0.32,60.06,3020.2,0.16,46.33
508.6,2.45,80.75,1153.4,1.04,78.23,1777.2,0.19,48.77,2397.6,0.30,59.35,3020.4,0.20,46.27
508.8,2.43,81.68,1153.6,1.50,78.81,1777.4,0.15,48.31,2397.8,0.43,59.11,3020.6,0.18,46.00
509.0,2.72,82.50,1153.8,1.24,80.21,1777.6,0.13,47.67,2398.0,0.41,59.59,3020.8,0.18,45.69
509.2,1.74,83.00,1154.0,0.98,82.28,1777.8,0.15,47.02,2398.2,0.42,60.67,3021.0,0.19,45.52
509.4,2.46,83.13,1154.2,0.41,84.41,1778.0,0.15,46.51,2398.4,0.47,61.97,3021.2,0.16,45.52
509.6,2.10,83.00,1154.4,1.40,85.72,1778.2,0.14,46.13,2398.6,0.45,63.15,3021.4,0.18,45.65
509.8,2.86,82.69,1154.6,0.77,85.70,1778.4,0.16,45.88,2398.8,0.39,64.09,3021.6,0.18,45.77
510.0,2.87,82.25,1154.8,1.00,84.43,1778.6,0.12,45.80,2399.0,0.49,64.76,3021.8,0.19,45.76
510.2,2.47,81.74,1155.0,1.60,82.36,1778.8,0.11,45.93,2399.2,0.55,65.17,3022.0,0.19,45.59
510.4,2.41,81.17,1155.2,1.05,80.14,1779.0,0.13,46.34,2399.4,0.52,65.37,3022.2,0.17,45.34
510.6,2.85,80.61,1155.4,1.16,78.04,1779.2,0.14,46.89,2399.6,0.56,65.52,3022.4,0.17,45.12
510.8,2.25,80.12,1155.6,1.09,76.02,1779.4,0.14,47.35,2399.8,0.52,65.75,3022.6,0.19,45.02
511.0,2.09,79.77,1155.8,1.18,73.89,1779.6,0.16,47.61,2400.0,0.46,66.08,3022.8,0.18,45.07
511.2,1.89,79.45,1156.0,1.05,71.60,1779.8,0.15,47.73,2400.2,0.58,66.37,3023.0,0.17,45.32
511.4,2.24,79.04,1156.2,0.93,69.44,1780.0,0.16,47.95,2400.4,0.53,66.42,3023.2,0.17,45.74
511.6,1.45,78.45,1156.4,0.83,67.85,1780.2,0.14,48.57,2400.6,0.65,66.24,3023.4,0.19,46.25
511.8,1.87,77.70,1156.6,0.76,67.05,1781.2,0.17,49.72,2400.8,0.49,66.03,3023.6,0.19,46.74
512.0,1.27,76.96,1156.8,0.53,66.93,1781.4,0.16,51.20,2401.0,0.56,66.25,3023.8,0.21,47.05
512.2,0.90,76.50,1157.0,0.67,67.05,1781.6,0.16,52.57,2401.2,0.63,67.30,3024.0,0.20,47.10
512.4,1.35,76.51,1157.2,0.57,66.97,1781.8,0.17,53.41,2401.4,0.53,69.08,3024.2,0.15,46.86
512.6,2.02,76.99,1157.4,0.71,66.57,1782.0,0.21,53.56,2401.6,0.75,71.04,3024.4,0.20,46.42
512.8,1.70,77.74,1157.6,0.47,66.04,1782.2,0.19,53.20,2401.8,0.77,72.45,3024.6,0.16,45.92
513.0,2.22,78.44,1157.8,0.56,65.89,1782.4,0.15,52.66,2402.0,0.63,72.74,3024.8,0.18,45.48
513.2,2.47,78.85,1158.0,0.60,66.72,1782.6,0.14,52.31,2402.2,0.97,71.71,3025.0,0.17,45.17
513.4,2.45,78.87,1158.2,0.46,68.82,1782.8,0.17,52.30,2402.4,0.61,69.66,3025.2,0.18,45.00
513.6,2.46,78.64,1158.4,0.62,71.98,1783.0,0.19,52.63,2402.6,0.47,67.06,3025.4,0.18,44.94
513.8,2.43,78.49,1158.6,0.61,75.60,1783.2,0.17,53.24,2402.8,0.46,64.41,3025.6,0.18,44.97
514.0,2.48,78.63,1158.8,0.73,78.74,1783.4,0.20,54.14,2403.0,0.57,62.10,3025.8,0.17,45.07
514.2,2.25,79.05,1159.0,0.71,80.54,1783.6,0.23,55.34,2403.2,0.49,60.33,3026.0,0.19,45.21
514.4,2.36,79.63,1159.2,0.51,80.60,1783.8,0.24,56.81,2403.4,0.43,59.19,3026.2,0.20,45.30
514.6,2.23,80.10,1159.4,0.72,79.62,1784.0,0.24,58.49,2403.6,0.42,58.59,3026.4,0.18,45.30
514.8,2.34,80.31,1159.6,0.71,78.90,1784.2,0.28,60.17,2403.8,0.37,58.44,3026.6,0.17,45.21
515.0,1.94,80.33,1159.8,0.62,79.41,1784.4,0.34,61.64,2404.0,0.42,58.58,3026.8,0.16,45.11
515.2,2.08,80.41,1160.0,0.51,81.24,1784.6,0.28,62.78,2404.2,0.43,58.77,3027.0,0.17,45.08
515.4,2.55,80.82,1160.2,0.60,83.34,1784.8,0.36,63.64,2404.4,0.47,58.81,3027.2,0.18,45.18
515.6,1.70,81.80,1160.4,0.56,84.19,1785.0,0.32,64.33,2404.6,0.45,58.60,3027.4,0.15,45.38
515.8,1.97,83.50,1160.6,0.33,82.67,1785.2,0.46,65.01,2404.8,0.42,58.14,3027.6,0.19,45.65
516.0,1.92,85.91,1160.8,0.60,78.99,1785.4,0.31,65.81,2405.0,0.39,57.55,3027.8,0.18,45.93
516.2,2.20,88.76,1161.0,0.57,74.48,1785.6,0.40,66.76,2405.2,0.35,56.95,3028.0,0.18,46.21
516.4,2.96,91.57,1161.2,0.58,70.86,1785.8,0.62,67.69,2405.4,0.42,56.43,3028.2,0.19,46.49
516.6,2.70,93.71,1161.4,0.68,69.45,1786.0,0.44,68.41,2405.6,0.39,56.07,3028.4,0.20,46.78
516.8,2.72,94.58,1161.6,0.67,70.44,1786.2,0.38,68.86,2405.8,0.37,55.92,3028.6,0.19,47.02
517.0,2.80,93.83,1161.8,0.74,72.79,1786.4,0.65,69.04,2406.0,0.41,55.97,3028.8,0.23,47.16
517.2,2.62,91.60,1162.0,0.87,74.90,1786.6,0.35,69.17,2406.2,0.41,56.18,3029.0,0.20,47.17
517.4,2.73,88.45,1162.2,0.38,75.68,1786.8,0.34,69.47,2406.4,0.45,56.84,3029.2,0.20,47.05
517.6,2.73,85.12,1162.4,0.51,74.70,1787.0,0.57,70.09,2406.6,0.50,58.39,3029.4,0.21,46.86
517.8,2.34,82.29,1162.6,0.84,72.11,1787.2,0.93,70.96,2406.8,0.38,61.07,3029.6,0.19,46.65
518.0,2.21,80.34,1162.8,0.72,68.58,1787.4,1.18,71.92,2407.0,0.41,64.74,3029.8,0.22,46.44
518.2,2.37,79.40,1163.0,0.48,64.96,1787.6,1.00,72.74,2407.2,0.42,68.66,3030.0,0.21,46.24
518.4,1.99,79.30,1163.2,0.46,61.85,1787.8,1.08,73.29,2407.4,0.74,71.69,3030.2,0.19,46.08
518.6,2.08,79.76,1163.4,0.61,59.47,1788.0,1.41,73.56,2407.6,1.25,72.83,3030.4,0.22,45.97
518.8,2.26,80.49,1163.6,0.45,57.75,1788.2,1.55,73.63,2407.8,1.33,71.89,3030.6,0.19,45.97
519.0,1.96,81.26,1163.8,0.38,56.61,1788.4,2.17,73.61,2408.0,0.77,69.47,3030.8,0.19,46.10
519.2,2.25,81.90,1164.0,0.41,56.00,1788.6,1.83,73.57,2408.2,0.85,66.70,3031.0,0.23,46.37
519.4,2.13,82.31,1164.2,0.42,56.02,1788.8,2.09,73.61,2408.4,0.41,64.70,3031.2,0.19,46.70
519.6,2.48,82.52,1164.4,0.36,56.75,1789.0,1.61,73.76,2408.6,0.29,64.26,3031.4,0.23,46.99
519.8,2.73,82.52,1164.6,0.38,58.05,1789.2,2.39,74.01,2408.8,0.77,65.60,3031.6,0.24,47.15
520.0,1.98,82.34,1164.8,0.40,59.59,1789.4,2.17,74.17,2409.0,0.86,68.46,3031.8,0.25,47.10
520.2,2.18,81.98,1165.0,0.46,61.03,1789.6,2.59,74.06,2409.2,0.97,72.41,3032.0,0.23,46.82
520.4,2.29,81.54,1165.2,0.45,62.09,1789.8,1.58,73.57,2409.4,1.84,76.66,3032.2,0.22,46.40
520.6,2.43,81.16,1165.4,0.46,62.69,1790.0,1.51,72.73,2409.6,1.77,80.21,3032.4,0.24,45.97
520.8,2.80,81.01,1165.6,0.45,62.92,1790.2,0.81,71.71,2409.8,2.66,82.22,3032.6,0.23,45.67
521.0,2.80,81.27,1165.8,0.36,63.01,1790.4,0.90,70.69,2410.0,1.69,82.41,3032.8,0.21,45.61
521.2,2.53,82.05,1166.0,0.43,63.19,1790.6,0.94,69.80,2410.2,1.57,81.13,3033.0,0.22,45.79
521.4,2.73,83.32,1166.2,0.47,63.55,1790.8,0.76,69.03,2410.4,1.81,79.21,3033.2,0.22,46.16
521.6,3.18,84.92,1166.4,0.39,64.09,1791.0,1.03,68.32,2410.6,1.80,77.44,3033.4,0.22,46.59
521.8,2.90,86.52,1166.6,0.47,64.59,1791.2,1.32,67.66,2410.8,1.96,76.18,3033.6,0.19,46.95
522.0,3.58,87.76,1166.8,0.39,64.73,1791.4,0.71,67.09,2411.0,1.66,75.32,3033.8,0.20,47.13
522.2,3.27,88.32,1167.0,0.42,64.35,1791.6,0.67,66.68,2411.2,1.66,74.49,3034.0,0.20,47.10
522.4,3.24,88.03,1167.2,0.41,63.45,1791.8,0.94,66.54,2411.4,0.93,73.47,3034.2,0.19,46.88
522.6,3.67,87.02,1167.4,0.46,62.15,1792.0,0.80,66.65,2411.6,0.53,72.28,3034.4,0.19,46.57
522.8,3.48,85.61,1167.6,0.56,60.71,1792.2,1.08,66.88,2411.8,1.06,71.17,3034.6,0.17,46.24
523.0,3.22,84.19,1167.8,0.48,59.43,1792.4,0.88,67.12,2412.0,0.86,70.26,3034.8,0.19,45.96
523.2,2.51,83.12,1168.0,0.48,58.51,1792.6,0.72,67.22,2412.2,1.14,69.55,3035.0,0.18,45.79
523.4,1.70,82.61,1168.2,0.45,58.41,1792.8,0.80,67.16,2412.4,0.98,68.90,3035.2,0.19,45.74
523.6,1.15,82.59,1168.4,0.43,59.72,1793.0,0.95,66.94,2412.6,0.93,68.22,3035.4,0.17,45.83
523.8,1.27,82.96,1168.6,0.39,62.79,1793.2,0.56,66.64,2412.8,0.88,67.52,3035.6,0.18,46.06
524.0,1.31,83.66,1168.8,0.46,67.49,1793.4,0.63,66.37,2413.0,0.99,66.92,3035.8,0.17,46.40
524.2,1.73,84.63,1169.0,0.40,73.03,1793.6,1.16,66.30,2413.2,0.87,66.56,3036.0,0.18,46.77
524.4,2.16,85.87,1172.4,0.46,78.17,1793.8,0.82,66.50,2413.4,0.82,66.46,3036.2,0.18,47.12
524.6,2.45,87.36,1172.6,0.49,81.55,1794.0,1.14,66.99,2413.6,0.95,66.54,3036.4,0.23,47.41
524.8,2.69,89.04,1172.8,0.49,82.49,1794.2,1.15,67.65,2413.8,0.95,66.67,3036.6,0.19,47.60
525.0,3.06,90.77,1173.0,0.51,81.21,1794.4,1.16,68.37,2414.0,0.81,66.74,3036.8,0.23,47.69
525.2,3.64,92.39,1173.2,0.55,78.66,1794.6,1.27,69.01,2414.2,0.91,66.73,3037.0,0.20,47.74
525.4,3.98,93.82,1173.4,0.46,75.99,1794.8,1.17,69.48,2414.4,0.76,66.78,3037.2,0.20,47.77
525.6,3.68,94.95,1173.6,0.44,74.14,1795.0,1.06,69.82,2414.6,0.94,67.07,3037.4,0.22,47.75
525.8,3.81,95.64,1173.8,0.36,73.43,1795.2,1.29,70.07,2414.8,1.00,67.70,3037.6,0.22,47.67
526.0,3.43,95.79,1174.0,0.45,73.63,1795.4,1.15,70.29,2415.0,0.90,68.56,3037.8,0.22,47.52
526.2,3.83,95.42,1174.2,0.46,74.38,1795.6,1.09,70.48,2415.2,1.13,69.41,3038.0,0.23,47.34
526.4,4.07,94.75,1174.4,0.60,75.38,1795.8,1.20,70.64,2415.4,1.18,70.00,3038.2,0.19,47.15
526.6,3.50,94.07,1174.6,0.48,76.49,1796.0,1.37,70.76,2415.6,0.87,70.20,3038.4,0.20,47.01
526.8,3.30,93.57,1174.8,0.53,77.67,1796.2,1.20,70.81,2415.8,0.95,70.04,3038.6,0.20,46.97
527.0,3.47,93.19,1175.0,0.41,78.96,1796.4,1.01,70.86,2416.0,0.80,69.74,3038.8,0.21,47.02
527.2,3.53,92.69,1175.2,0.53,80.35,1796.6,1.13,70.99,2416.2,0.75,69.50,3039.0,0.18,47.14
527.4,4.00,91.80,1175.4,0.53,81.57,1796.8,1.10,71.20,2416.4,1.05,69.40,3039.2,0.21,47.30
527.6,4.07,90.53,1175.6,0.55,82.26,1797.0,1.40,71.47,2416.6,1.02,69.37,3039.4,0.22,47.40
527.8,3.43,89.16,1175.8,0.51,82.35,1797.2,1.26,71.76,2416.8,0.66,69.27,3039.6,0.24,47.40
528.0,2.77,88.06,1176.0,0.55,82.15,1797.4,1.44,72.00,2417.0,1.10,68.95,3039.8,0.18,47.31
528.2,2.95,87.48,1176.2,0.53,82.11,1797.6,1.43,72.14,2417.2,1.09,68.36,3040.0,0.20,47.16
528.4,3.22,87.37,1176.4,0.45,82.59,1797.8,1.59,72.21,2417.4,0.88,67.59,3040.2,0.20,47.05
528.6,2.51,87.54,1176.6,0.50,83.62,1798.0,1.68,72.19,2417.6,1.00,66.94,3040.4,0.21,47.03
528.8,2.42,87.68,1176.8,0.49,84.82,1798.2,1.98,72.08,2417.8,0.75,66.73,3040.6,0.18,47.12
529.0,2.04,87.63,1177.0,0.50,85.61,1798.4,2.29,71.83,2418.0,0.93,67.29,3040.8,0.23,47.28
529.2,2.76,87.47,1177.2,0.52,85.61,1798.6,1.97,71.48,2418.2,1.21,68.72,3041.0,0.22,47.44
529.4,2.52,87.29,1177.4,0.50,84.80,1798.8,1.77,71.10,2418.4,1.33,70.84,3041.2,0.26,47.56
529.6,2.38,87.13,1177.6,0.51,83.41,1799.0,0.98,70.77,2418.6,1.36,73.35,3041.4,0.23,47.61
529.8,2.44,87.00,1177.8,0.52,81.86,1799.2,1.18,70.60,2418.8,1.14,76.10,3041.6,0.22,47.56
530.0,2.47,86.91,1178.0,0.53,80.60,1799.4,1.62,70.62,2419.0,1.23,79.12,3041.8,0.22,47.39
530.2,1.84,86.82,1178.2,0.55,79.97,1799.6,1.62,70.77,2419.2,1.34,82.37,3042.0,0.25,47.13
530.4,2.11,86.80,1178.4,0.48,80.12,1799.8,1.94,70.93,2419.4,1.29,85.65,3042.2,0.23,46.85
530.6,1.76,87.05,1178.6,0.42,81.06,1800.0,2.21,71.05,2419.6,2.12,88.37,3042.4,0.21,46.68
530.8,1.91,87.66,1178.8,0.54,82.41,1800.2,2.80,71.13,2419.8,2.39,89.74,3042.6,0.22,46.78
531.0,2.21,88.63,1179.0,0.59,83.57,1800.4,1.93,71.17,2420.0,1.72,89.27,3042.8,0.25,47.24
531.2,1.89,89.84,1179.2,0.60,83.98,1800.6,2.25,71.19,2420.2,1.55,87.09,3043.0,0.25,47.96
